{'City': '0', 'TotalValue': '30'}
{'City': '3024', 'TotalValue': '19092'}
{'City': '3025', 'TotalValue': '19102'}
{'City': '3026', 'TotalValue': '19102'}
{'City': '3027', 'TotalValue': '19109'}
{'City': '3028', 'TotalValue': '19120'}
{'City': '3029', 'TotalValue': '19120'}
{'City': '3030', 'TotalValue': '19120'}
{'City': '3031', 'TotalValue': '19120'}
{'City': '3032', 'TotalValue': '19120'}
{'City': '3033', 'TotalValue': '19120'}
{'City': '3034', 'TotalValue': '19145'}
{'City': '3035', 'TotalValue': '19156'}
{'City': '3036', 'TotalValue': '19167'}
{'City': '3037', 'TotalValue': '19187'}
{'City': '3038', 'TotalValue': '19195'}
{'City': '3039', 'TotalValue': '19197'}
{'City': '3040', 'TotalValue': '19197'}
{'City': '3041', 'TotalValue': '19197'}
{'City': '3042', 'TotalValue': '19208'}
{'City': '3043', 'TotalValue': '19211'}
{'City': '3044', 'TotalValue': '19215'}
{'City': '3045', 'TotalValue': '19215'}
{'City': '3046', 'TotalValue': '18033'}
{'City': '3047', 'TotalValue': '18058'}
{'City': '3048', 'TotalValue': '18059'}
{'City': '3049', 'TotalValue': '18060'}
{'City': '3050', 'TotalValue': '18060'}
{'City': '3051', 'TotalValue': '18079'}
{'City': '3052', 'TotalValue': '18093'}
{'City': '3053', 'TotalValue': '18096'}
{'City': '3054', 'TotalValue': '18098'}
{'City': '3055', 'TotalValue': '18098'}
{'City': '3056', 'TotalValue': '18098'}
{'City': '3057', 'TotalValue': '18117'}
{'City': '3058', 'TotalValue': '18117'}
{'City': '3059', 'TotalValue': '18135'}
{'City': '3060', 'TotalValue': '18143'}
{'City': '3061', 'TotalValue': '18152'}
{'City': '3062', 'TotalValue': '18179'}
{'City': '3063', 'TotalValue': '18194'}
{'City': '3064', 'TotalValue': '18198'}
{'City': '3065', 'TotalValue': '18203'}
{'City': '3066', 'TotalValue': '18208'}
{'City': '3067', 'TotalValue': '18218'}
{'City': '3068', 'TotalValue': '18282'}
{'City': '3069', 'TotalValue': '18311'}
{'City': '3070', 'TotalValue': '18319'}
{'City': '3071', 'TotalValue': '18330'}
{'City': '3072', 'TotalValue': '19237'}
{'City': '3073', 'TotalValue': '19238'}
{'City': '3074', 'TotalValue': '19240'}
{'City': '3075', 'TotalValue': '19246'}
{'City': '3076', 'TotalValue': '19268'}
{'City': '3077', 'TotalValue': '19272'}
{'City': '3078', 'TotalValue': '19287'}
{'City': '3079', 'TotalValue': '19318'}
{'City': '3080', 'TotalValue': '19332'}
{'City': '3081', 'TotalValue': '19332'}
{'City': '3082', 'TotalValue': '19333'}
{'City': '3083', 'TotalValue': '19336'}
{'City': '3084', 'TotalValue': '19342'}
{'City': '3085', 'TotalValue': '19386'}
{'City': '3086', 'TotalValue': '19397'}
{'City': '3087', 'TotalValue': '19419'}
{'City': '3088', 'TotalValue': '19445'}
{'City': '3089', 'TotalValue': '19447'}
{'City': '3090', 'TotalValue': '19449'}
{'City': '3091', 'TotalValue': '19468'}
{'City': '3092', 'TotalValue': '19474'}
{'City': '3093', 'TotalValue': '19478'}
{'City': '3094', 'TotalValue': '19514'}
{'City': '3095', 'TotalValue': '19517'}
{'City': '3096', 'TotalValue': '19527'}
{'City': '3097', 'TotalValue': '19528'}
{'City': '3098', 'TotalValue': '19593'}
{'City': '3099', 'TotalValue': '18332'}
{'City': '3100', 'TotalValue': '18351'}
{'City': '3101', 'TotalValue': '18367'}
{'City': '3102', 'TotalValue': '18379'}
{'City': '3103', 'TotalValue': '18398'}
{'City': '3104', 'TotalValue': '18485'}
{'City': '3105', 'TotalValue': '18488'}
{'City': '3106', 'TotalValue': '18501'}
{'City': '3107', 'TotalValue': '18503'}
{'City': '3108', 'TotalValue': '18506'}
{'City': '3109', 'TotalValue': '18509'}
{'City': '3110', 'TotalValue': '18509'}
{'City': '3111', 'TotalValue': '18517'}
{'City': '3112', 'TotalValue': '18521'}
{'City': '3113', 'TotalValue': '18530'}
{'City': '3114', 'TotalValue': '18548'}
{'City': '3115', 'TotalValue': '18548'}
{'City': '3116', 'TotalValue': '18584'}
{'City': '3117', 'TotalValue': '18586'}
{'City': '3118', 'TotalValue': '18626'}
{'City': '3119', 'TotalValue': '18646'}
{'City': '3120', 'TotalValue': '18650'}
{'City': '3121', 'TotalValue': '18655'}
{'City': '3122', 'TotalValue': '18674'}
{'City': '3123', 'TotalValue': '18677'}
{'City': '3124', 'TotalValue': '18705'}
{'City': '3125', 'TotalValue': '18713'}
{'City': '3126', 'TotalValue': '19593'}
{'City': '3127', 'TotalValue': '19593'}
{'City': '3128', 'TotalValue': '19593'}
{'City': '3129', 'TotalValue': '19598'}
{'City': '3130', 'TotalValue': '19621'}
{'City': '3131', 'TotalValue': '19627'}
{'City': '3132', 'TotalValue': '19630'}
{'City': '3133', 'TotalValue': '19631'}
{'City': '3134', 'TotalValue': '19647'}
{'City': '3135', 'TotalValue': '19647'}
{'City': '3136', 'TotalValue': '19648'}
{'City': '3137', 'TotalValue': '19662'}
{'City': '3138', 'TotalValue': '19665'}
{'City': '3139', 'TotalValue': '19697'}
{'City': '3140', 'TotalValue': '19697'}
{'City': '3141', 'TotalValue': '19699'}
{'City': '3142', 'TotalValue': '19707'}
{'City': '3143', 'TotalValue': '19708'}
{'City': '3144', 'TotalValue': '19775'}
{'City': '3145', 'TotalValue': '19776'}
{'City': '3146', 'TotalValue': '19776'}
{'City': '3147', 'TotalValue': '19778'}
{'City': '3148', 'TotalValue': '19780'}
{'City': '3149', 'TotalValue': '19813'}
{'City': '3150', 'TotalValue': '19817'}
{'City': '3151', 'TotalValue': '19822'}
{'City': '3152', 'TotalValue': '18779'}
{'City': '3153', 'TotalValue': '18808'}
{'City': '3154', 'TotalValue': '18809'}
{'City': '3155', 'TotalValue': '18817'}
{'City': '3156', 'TotalValue': '18843'}
{'City': '3157', 'TotalValue': '18849'}
{'City': '3158', 'TotalValue': '18862'}
{'City': '3159', 'TotalValue': '18863'}
{'City': '3160', 'TotalValue': '18863'}
{'City': '3161', 'TotalValue': '18863'}
{'City': '3162', 'TotalValue': '18865'}
{'City': '3163', 'TotalValue': '18890'}
{'City': '3164', 'TotalValue': '18893'}
{'City': '3165', 'TotalValue': '18925'}
{'City': '3166', 'TotalValue': '18966'}
{'City': '3167', 'TotalValue': '18974'}
{'City': '3168', 'TotalValue': '19022'}
{'City': '3169', 'TotalValue': '19044'}
{'City': '3170', 'TotalValue': '19046'}
{'City': '3171', 'TotalValue': '19063'}
{'City': '3172', 'TotalValue': '19085'}
{'City': '3173', 'TotalValue': '19085'}
{'City': '3174', 'TotalValue': '19097'}
{'City': '3175', 'TotalValue': '19097'}
{'City': '3176', 'TotalValue': '19102'}
{'City': '3177', 'TotalValue': '19102'}
{'City': '3178', 'TotalValue': '19835'}
{'City': '3179', 'TotalValue': '19835'}
{'City': '3180', 'TotalValue': '19839'}
{'City': '3181', 'TotalValue': '19857'}
{'City': '3182', 'TotalValue': '19873'}
{'City': '3183', 'TotalValue': '19881'}
{'City': '3184', 'TotalValue': '19881'}
{'City': '3185', 'TotalValue': '19883'}
{'City': '3186', 'TotalValue': '19893'}
{'City': '3187', 'TotalValue': '19906'}
{'City': '3188', 'TotalValue': '19915'}
{'City': '3189', 'TotalValue': '19918'}
{'City': '3190', 'TotalValue': '19918'}
{'City': '3191', 'TotalValue': '19918'}
{'City': '3192', 'TotalValue': '19925'}
{'City': '3193', 'TotalValue': '19930'}
{'City': '3194', 'TotalValue': '19936'}
{'City': '3195', 'TotalValue': '19945'}
{'City': '3196', 'TotalValue': '19955'}
{'City': '3197', 'TotalValue': '19956'}
{'City': '3198', 'TotalValue': '19957'}
{'City': '3199', 'TotalValue': '19971'}
{'City': '3200', 'TotalValue': '19991'}
{'City': '3201', 'TotalValue': '20017'}
{'City': '3202', 'TotalValue': '20022'}
{'City': '3203', 'TotalValue': '20023'}
{'City': '3204', 'TotalValue': '19120'}
{'City': '3205', 'TotalValue': '19120'}
{'City': '3206', 'TotalValue': '19120'}
{'City': '3207', 'TotalValue': '19120'}
{'City': '3208', 'TotalValue': '19120'}
{'City': '3209', 'TotalValue': '19120'}
{'City': '3210', 'TotalValue': '19128'}
{'City': '3211', 'TotalValue': '19148'}
{'City': '3212', 'TotalValue': '19156'}
{'City': '3213', 'TotalValue': '19162'}
{'City': '3214', 'TotalValue': '19191'}
{'City': '3215', 'TotalValue': '19192'}
{'City': '3216', 'TotalValue': '19194'}
{'City': '3217', 'TotalValue': '19197'}
{'City': '3218', 'TotalValue': '19199'}
{'City': '3219', 'TotalValue': '19206'}
{'City': '3220', 'TotalValue': '19211'}
{'City': '3221', 'TotalValue': '19221'}
{'City': '3222', 'TotalValue': '19233'}
{'City': '3223', 'TotalValue': '19234'}
{'City': '3224', 'TotalValue': '19234'}
{'City': '3225', 'TotalValue': '19237'}
{'City': '3226', 'TotalValue': '19237'}
{'City': '3227', 'TotalValue': '19240'}
{'City': '3228', 'TotalValue': '19246'}
{'City': '3229', 'TotalValue': '19247'}
{'City': '3230', 'TotalValue': '19259'}
{'City': '3231', 'TotalValue': '20029'}
{'City': '3232', 'TotalValue': '20039'}
{'City': '3233', 'TotalValue': '20060'}
{'City': '3234', 'TotalValue': '20079'}
{'City': '3235', 'TotalValue': '20079'}
{'City': '3236', 'TotalValue': '20080'}
{'City': '3237', 'TotalValue': '20081'}
{'City': '3238', 'TotalValue': '20098'}
{'City': '3239', 'TotalValue': '20100'}
{'City': '3240', 'TotalValue': '20107'}
{'City': '3241', 'TotalValue': '20132'}
{'City': '3242', 'TotalValue': '20134'}
{'City': '3243', 'TotalValue': '20134'}
{'City': '3244', 'TotalValue': '20151'}
{'City': '3245', 'TotalValue': '20151'}
{'City': '3246', 'TotalValue': '20161'}
{'City': '3247', 'TotalValue': '20179'}
{'City': '3248', 'TotalValue': '20179'}
{'City': '3249', 'TotalValue': '20181'}
{'City': '3250', 'TotalValue': '20188'}
{'City': '3251', 'TotalValue': '20198'}
{'City': '3252', 'TotalValue': '20199'}
{'City': '3253', 'TotalValue': '20200'}
{'City': '3254', 'TotalValue': '20201'}
{'City': '3255', 'TotalValue': '20202'}
{'City': '3256', 'TotalValue': '20205'}
{'City': '3257', 'TotalValue': '20207'}
{'City': '3258', 'TotalValue': '19259'}
{'City': '3259', 'TotalValue': '19267'}
{'City': '3260', 'TotalValue': '19286'}
{'City': '3261', 'TotalValue': '19291'}
{'City': '3262', 'TotalValue': '19295'}
{'City': '3263', 'TotalValue': '19295'}
{'City': '3264', 'TotalValue': '19302'}
{'City': '3265', 'TotalValue': '19302'}
{'City': '3266', 'TotalValue': '19318'}
{'City': '3267', 'TotalValue': '19318'}
{'City': '3268', 'TotalValue': '19318'}
{'City': '3269', 'TotalValue': '19329'}
{'City': '3270', 'TotalValue': '19333'}
{'City': '3271', 'TotalValue': '19347'}
{'City': '3272', 'TotalValue': '19357'}
{'City': '3273', 'TotalValue': '19362'}
{'City': '3274', 'TotalValue': '19373'}
{'City': '3275', 'TotalValue': '19385'}
{'City': '3276', 'TotalValue': '19385'}
{'City': '3277', 'TotalValue': '19404'}
{'City': '3278', 'TotalValue': '19404'}
{'City': '3279', 'TotalValue': '19414'}
{'City': '3280', 'TotalValue': '19417'}
{'City': '3281', 'TotalValue': '19418'}
{'City': '3282', 'TotalValue': '19438'}
{'City': '3283', 'TotalValue': '19439'}
{'City': '3284', 'TotalValue': '20208'}
{'City': '3285', 'TotalValue': '20217'}
{'City': '3286', 'TotalValue': '20241'}
{'City': '3287', 'TotalValue': '20248'}
{'City': '3288', 'TotalValue': '20248'}
{'City': '3289', 'TotalValue': '20250'}
{'City': '3290', 'TotalValue': '20252'}
{'City': '3291', 'TotalValue': '20253'}
{'City': '3292', 'TotalValue': '20273'}
{'City': '3293', 'TotalValue': '20274'}
{'City': '3294', 'TotalValue': '20274'}
{'City': '3295', 'TotalValue': '20285'}
{'City': '3296', 'TotalValue': '20301'}
{'City': '3297', 'TotalValue': '20302'}
{'City': '3298', 'TotalValue': '20309'}
{'City': '3299', 'TotalValue': '20310'}
{'City': '3300', 'TotalValue': '20331'}
{'City': '3301', 'TotalValue': '20351'}
{'City': '3302', 'TotalValue': '20352'}
{'City': '3303', 'TotalValue': '20373'}
{'City': '3304', 'TotalValue': '20385'}
{'City': '3305', 'TotalValue': '20438'}
{'City': '3306', 'TotalValue': '20440'}
{'City': '3307', 'TotalValue': '20442'}
{'City': '3308', 'TotalValue': '20443'}
{'City': '3309', 'TotalValue': '20446'}
{'City': '3310', 'TotalValue': '20455'}
{'City': '3311', 'TotalValue': '19457'}
{'City': '3312', 'TotalValue': '19475'}
{'City': '3313', 'TotalValue': '19485'}
{'City': '3314', 'TotalValue': '19485'}
{'City': '3315', 'TotalValue': '19493'}
{'City': '3316', 'TotalValue': '19502'}
{'City': '3317', 'TotalValue': '19510'}
{'City': '3318', 'TotalValue': '19517'}
{'City': '3319', 'TotalValue': '19517'}
{'City': '3320', 'TotalValue': '19523'}
{'City': '3321', 'TotalValue': '19530'}
{'City': '3322', 'TotalValue': '19532'}
{'City': '3323', 'TotalValue': '19534'}
{'City': '3324', 'TotalValue': '19537'}
{'City': '3325', 'TotalValue': '19538'}
{'City': '3326', 'TotalValue': '19542'}
{'City': '3327', 'TotalValue': '19584'}
{'City': '3328', 'TotalValue': '19593'}
{'City': '3329', 'TotalValue': '19593'}
{'City': '3330', 'TotalValue': '19612'}
{'City': '3331', 'TotalValue': '19613'}
{'City': '3332', 'TotalValue': '19621'}
{'City': '3333', 'TotalValue': '19628'}
{'City': '3334', 'TotalValue': '19630'}
{'City': '3335', 'TotalValue': '19631'}
{'City': '3336', 'TotalValue': '19662'}
{'City': '3337', 'TotalValue': '19662'}
{'City': '3338', 'TotalValue': '19673'}
{'City': '3339', 'TotalValue': '19675'}
{'City': '3340', 'TotalValue': '19680'}
{'City': '3341', 'TotalValue': '19681'}
{'City': '3342', 'TotalValue': '19681'}
{'City': '3343', 'TotalValue': '19693'}
{'City': '3344', 'TotalValue': '19697'}
{'City': '3345', 'TotalValue': '19698'}
{'City': '3346', 'TotalValue': '19714'}
{'City': '3347', 'TotalValue': '19727'}
{'City': '3348', 'TotalValue': '19729'}
{'City': '3349', 'TotalValue': '19739'}
{'City': '3350', 'TotalValue': '19777'}
{'City': '3351', 'TotalValue': '19779'}
{'City': '3352', 'TotalValue': '19781'}
{'City': '3353', 'TotalValue': '19818'}
{'City': '3354', 'TotalValue': '19821'}
{'City': '3355', 'TotalValue': '19823'}
{'City': '3356', 'TotalValue': '19840'}
{'City': '3357', 'TotalValue': '19857'}
{'City': '3358', 'TotalValue': '19858'}
{'City': '3359', 'TotalValue': '19877'}
{'City': '3360', 'TotalValue': '19892'}
{'City': '3361', 'TotalValue': '19902'}
{'City': '3362', 'TotalValue': '19913'}
{'City': '3363', 'TotalValue': '19914'}
{'City': '3364', 'TotalValue': '20473'}
{'City': '3365', 'TotalValue': '20481'}
{'City': '3366', 'TotalValue': '20487'}
{'City': '3367', 'TotalValue': '20492'}
{'City': '3368', 'TotalValue': '20496'}
{'City': '3369', 'TotalValue': '20507'}
{'City': '3370', 'TotalValue': '20516'}
{'City': '3371', 'TotalValue': '20528'}
{'City': '3372', 'TotalValue': '20531'}
{'City': '3373', 'TotalValue': '20563'}
{'City': '3374', 'TotalValue': '20570'}
{'City': '3375', 'TotalValue': '20570'}
{'City': '3376', 'TotalValue': '20570'}
{'City': '3377', 'TotalValue': '20574'}
{'City': '3378', 'TotalValue': '20594'}
{'City': '3379', 'TotalValue': '20594'}
{'City': '3380', 'TotalValue': '20655'}
{'City': '3381', 'TotalValue': '20672'}
{'City': '3382', 'TotalValue': '20678'}
{'City': '3383', 'TotalValue': '20681'}
{'City': '3384', 'TotalValue': '20681'}
{'City': '3385', 'TotalValue': '20682'}
{'City': '3386', 'TotalValue': '20725'}
{'City': '3387', 'TotalValue': '20728'}
{'City': '3388', 'TotalValue': '20750'}
{'City': '3389', 'TotalValue': '20768'}
{'City': '3390', 'TotalValue': '19918'}
{'City': '3391', 'TotalValue': '19936'}
{'City': '3392', 'TotalValue': '19941'}
{'City': '3393', 'TotalValue': '19942'}
{'City': '3394', 'TotalValue': '19958'}
{'City': '3395', 'TotalValue': '19976'}
{'City': '3396', 'TotalValue': '19991'}
{'City': '3397', 'TotalValue': '20017'}
{'City': '3398', 'TotalValue': '20023'}
{'City': '3399', 'TotalValue': '20025'}
{'City': '3400', 'TotalValue': '20040'}
{'City': '3401', 'TotalValue': '20043'}
{'City': '3402', 'TotalValue': '20049'}
{'City': '3403', 'TotalValue': '20056'}
{'City': '3404', 'TotalValue': '20097'}
{'City': '3405', 'TotalValue': '20109'}
{'City': '3406', 'TotalValue': '20109'}
{'City': '3407', 'TotalValue': '20129'}
{'City': '3408', 'TotalValue': '20132'}
{'City': '3409', 'TotalValue': '20134'}
{'City': '3410', 'TotalValue': '20146'}
{'City': '3411', 'TotalValue': '20154'}
{'City': '3412', 'TotalValue': '20181'}
{'City': '3413', 'TotalValue': '20183'}
{'City': '3414', 'TotalValue': '20200'}
{'City': '3415', 'TotalValue': '20203'}
{'City': '3416', 'TotalValue': '20770'}
{'City': '3417', 'TotalValue': '20775'}
{'City': '3418', 'TotalValue': '20803'}
{'City': '3419', 'TotalValue': '20821'}
{'City': '3420', 'TotalValue': '20822'}
{'City': '3421', 'TotalValue': '20829'}
{'City': '3422', 'TotalValue': '20832'}
{'City': '3423', 'TotalValue': '20833'}
{'City': '3424', 'TotalValue': '20843'}
{'City': '3425', 'TotalValue': '20845'}
{'City': '3426', 'TotalValue': '20868'}
{'City': '3427', 'TotalValue': '20868'}
{'City': '3428', 'TotalValue': '20872'}
{'City': '3429', 'TotalValue': '20880'}
{'City': '3430', 'TotalValue': '20887'}
{'City': '3431', 'TotalValue': '20887'}
{'City': '3432', 'TotalValue': '20897'}
{'City': '3433', 'TotalValue': '20936'}
{'City': '3434', 'TotalValue': '20963'}
{'City': '3435', 'TotalValue': '20978'}
{'City': '3436', 'TotalValue': '20981'}
{'City': '3437', 'TotalValue': '20981'}
{'City': '3438', 'TotalValue': '21008'}
{'City': '3439', 'TotalValue': '21031'}
{'City': '3440', 'TotalValue': '21060'}
{'City': '3441', 'TotalValue': '21060'}
{'City': '3442', 'TotalValue': '20210'}
{'City': '3443', 'TotalValue': '20218'}
{'City': '3444', 'TotalValue': '20233'}
{'City': '3445', 'TotalValue': '20234'}
{'City': '3446', 'TotalValue': '20238'}
{'City': '3447', 'TotalValue': '20241'}
{'City': '3448', 'TotalValue': '20243'}
{'City': '3449', 'TotalValue': '20248'}
{'City': '3450', 'TotalValue': '20253'}
{'City': '3451', 'TotalValue': '20257'}
{'City': '3452', 'TotalValue': '20259'}
{'City': '3453', 'TotalValue': '20260'}
{'City': '3454', 'TotalValue': '20293'}
{'City': '3455', 'TotalValue': '20293'}
{'City': '3456', 'TotalValue': '20293'}
{'City': '3457', 'TotalValue': '20303'}
{'City': '3458', 'TotalValue': '20303'}
{'City': '3459', 'TotalValue': '20322'}
{'City': '3460', 'TotalValue': '20324'}
{'City': '3461', 'TotalValue': '20326'}
{'City': '3462', 'TotalValue': '20328'}
{'City': '3463', 'TotalValue': '20328'}
{'City': '3464', 'TotalValue': '20330'}
{'City': '3465', 'TotalValue': '20353'}
{'City': '3466', 'TotalValue': '20354'}
{'City': '3467', 'TotalValue': '20355'}
{'City': '3468', 'TotalValue': '20356'}
{'City': '3469', 'TotalValue': '21061'}
{'City': '3470', 'TotalValue': '21085'}
{'City': '3471', 'TotalValue': '21090'}
{'City': '3472', 'TotalValue': '21091'}
{'City': '3473', 'TotalValue': '21102'}
{'City': '3474', 'TotalValue': '21123'}
{'City': '3475', 'TotalValue': '21126'}
{'City': '3476', 'TotalValue': '21127'}
{'City': '3477', 'TotalValue': '21154'}
{'City': '3478', 'TotalValue': '21194'}
{'City': '3479', 'TotalValue': '21199'}
{'City': '3480', 'TotalValue': '21227'}
{'City': '3481', 'TotalValue': '21228'}
{'City': '3482', 'TotalValue': '21268'}
{'City': '3483', 'TotalValue': '21279'}
{'City': '3484', 'TotalValue': '21290'}
{'City': '3485', 'TotalValue': '21294'}
{'City': '3486', 'TotalValue': '21303'}
{'City': '3487', 'TotalValue': '21325'}
{'City': '3488', 'TotalValue': '21330'}
{'City': '3489', 'TotalValue': '21330'}
{'City': '3490', 'TotalValue': '21339'}
{'City': '3491', 'TotalValue': '21339'}
{'City': '3492', 'TotalValue': '21366'}
{'City': '3493', 'TotalValue': '21367'}
{'City': '3494', 'TotalValue': '21367'}
{'City': '3495', 'TotalValue': '21368'}
{'City': '3496', 'TotalValue': '20360'}
{'City': '3497', 'TotalValue': '20362'}
{'City': '3498', 'TotalValue': '20379'}
{'City': '3499', 'TotalValue': '20405'}
{'City': '3500', 'TotalValue': '20406'}
{'City': '3501', 'TotalValue': '20411'}
{'City': '3502', 'TotalValue': '20417'}
{'City': '3503', 'TotalValue': '20436'}
{'City': '3504', 'TotalValue': '20439'}
{'City': '3505', 'TotalValue': '20441'}
{'City': '3506', 'TotalValue': '20442'}
{'City': '3507', 'TotalValue': '20453'}
{'City': '3508', 'TotalValue': '20468'}
{'City': '3509', 'TotalValue': '20474'}
{'City': '3510', 'TotalValue': '20478'}
{'City': '3511', 'TotalValue': '20481'}
{'City': '3512', 'TotalValue': '20481'}
{'City': '3513', 'TotalValue': '20483'}
